156.7	0.598442526
159	0.607584222
160	0.611647198
161	0.615710174
161.9	0.619265278
162.9	0.623328255
163.9	0.626883359
164.9	0.630777044
165.9	0.63484002
166.9	0.638733706
167.9	0.642796682
168.9	0.646859658
169.9	0.650414762
171	0.654477738
172	0.658710005
173	0.662603691
174.1	0.666666667
175.2	0.670729643
176.2	0.674454038
177.4	0.678686304
178.6	0.682918571
181.1	0.693076012
182.3	0.697308278
183.4	0.701201964
184.6	0.705942103
185.7	0.710174369
186.9	0.714406636
188.1	0.718300322
189.3	0.72304046
190.5	0.726934146
191.7	0.731504994
192.9	0.735737261
194	0.739969528
195	0.743524632
195.9	0.747249027
196.9	0.750465549
197.8	0.753851363
198.6	0.756729304
199.5	0.759945827
200.4	0.762993059
201.2	0.766040291
203.2	0.772811918
204	0.775520569
204.8	0.77839851
205.5	0.78093787
206.2	0.782969358
206.9	0.78601659
207.6	0.787878788
208.3	0.790248857
209	0.792618927
209.6	0.794819705
210.3	0.797528356
211	0.799559844
211.7	0.802099204
212.4	0.804638564
213.1	0.806670052
213.8	0.809209413
214.6	0.811918063
215.3	0.814118842
216	0.816488911
216.7	0.819197562
218.4	0.824784154
219.1	0.827323514
219.8	0.830032165
220.4	0.831725072
221	0.834095141
221.7	0.836126629
222.3	0.837819536
222.9	0.839512443
223.5	0.841713222
224.1	0.844421872
224.7	0.84628407
225.2	0.848654139
225.9	0.850177755
226.5	0.852209243
227.1	0.854071441
227.7	0.856102929
228.3	0.858472998
229	0.860165905
229.6	0.862197393
230.3	0.864567462
233.3	0.874217031
234.1	0.876756391
234.6	0.879465041
236.4	0.884713052
237.1	0.886913831
237.7	0.8892839
238.5	0.891484679
239	0.893516167
239.8	0.895378365
240.3	0.897240562
240.8	0.899102759
241.3	0.900457085
241.8	0.902319282
242.3	0.903673608
242.8	0.905366514
243.3	0.907059421
243.8	0.908075165
244.3	0.909937362
244.8	0.911630269
245.3	0.913661757
245.8	0.915016083
246.4	0.916539699
246.9	0.918401896
248.3	0.922972744
248.8	0.924157779
249.3	0.926019976
249.8	0.927712883
250.4	0.929236499
250.8	0.930421534
251.3	0.93211444
251.8	0.933807347
252.3	0.935161673
252.7	0.936854579
252.9	0.938039614
253.4	0.939224649
253.8	0.939732521
254.1	0.940409683
254.4	0.941764009
254.7	0.942779753
255.1	0.943795497
255.4	0.944811241
255.7	0.945996276
256	0.947350601
256.9	0.949889961
257.2	0.950736414
257.6	0.95209074
257.9	0.952767902
258.1	0.953614356
258.7	0.954799391
259	0.956153716
259.4	0.957000169
259.8	0.958354495
260.1	0.95970882
260.6	0.961232436
261	0.96224818
261.4	0.963941087
261.8	0.964956831
262.3	0.966480447
262.7	0.967665482
263.2	0.968850516
263.6	0.970543423
264.2	0.971559167
264.4	0.973082783
265.8	0.976976469
266.3	0.978161503
266.8	0.980023701
267.2	0.981716607
267.9	0.983917386
268.4	0.985610293
269	0.986964618
269.6	0.988657525
270	0.990519722
270.8	0.992043338
271.5	0.993905536
272.1	0.996275605
272.8	0.998137803
273.4	1
274.1	1.002031488
274.8	1.004062976
275.5	1.006602336
276	1.008125952
277	1.011003894
277.7	1.01252751
279.5	1.018791265
280.2	1.020653462
280.7	1.023362113
281.7	1.02522431
282.4	1.027255798
283.1	1.029795158
283.7	1.031826646
284.7	1.034027425
285.5	1.036228204
286.3	1.038936855
287.2	1.041306924
287.9	1.044354156
289.1	1.047232098
290.2	1.05044862
291.4	1.054342306
292.7	1.058066701
294.1	1.062806839
296.2	1.067716269
298.4	1.074149314
300.3	1.079397325
300.8	1.083798883
301	1.083223294
301.1	1.083561876
301.2	1.083934315
301.3	1.084239038
301.4	1.084814627
